"run","randomSeed","numTanksBlue","default_observer_minPycor","default_observer_maxPycor","numSoldierBlue","default_observer_maxPxcor","numRidersBlue","default_observer_minPxcor","numTanksRed","numRidersRed","numSoldierRed"
54,2059877731,0,-16,16,0,16,10,-16,20,20,20
55,2059878122,0,-16,16,0,16,20,-16,0,0,0
56,2059878435,0,-16,16,0,16,20,-16,0,0,10
57,2059878825,0,-16,16,0,16,20,-16,0,0,20
58,2059879247,0,-16,16,0,16,20,-16,0,10,0
59,2059879591,0,-16,16,0,16,20,-16,0,10,10
60,2059879935,0,-16,16,0,16,20,-16,0,10,20
61,2059880263,0,-16,16,0,16,20,-16,0,20,0
62,2059880653,0,-16,16,0,16,20,-16,0,20,10
63,2059881106,0,-16,16,0,16,20,-16,0,20,20
64,2059881528,0,-16,16,0,16,20,-16,10,0,0
65,2059881856,0,-16,16,0,16,20,-16,10,0,10
66,2059882263,0,-16,16,0,16,20,-16,10,0,20
67,2059882606,0,-16,16,0,16,20,-16,10,10,0
68,2059882888,0,-16,16,0,16,20,-16,10,10,10
69,2059883263,0,-16,16,0,16,20,-16,10,10,20
70,2059883669,0,-16,16,0,16,20,-16,10,20,0
71,2059884044,0,-16,16,0,16,20,-16,10,20,10
